name,type,expr,t_ref,reason,our_count
P43415,pdn,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,11,failed,
P43415,pun,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,11,failed,
P43416,pdn,!b*!c*!d+a*!b*!d+!a*c*d+a*!b*!c+!a*b,9,suboptimal,13
P43416,pun,!b*!c*!d+a*!b*!d+!a*c*d+a*!b*!c+!a*b,9,suboptimal,10
P43417,pdn,a*!b*!d+!a*c*d+a*!b*!c+!a*b,8,suboptimal,9
P43419,pdn,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b,9,suboptimal,11
P43419,pun,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b,9,suboptimal,12
P43420,pdn,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,10,suboptimal,20
P43420,pun,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,10,suboptimal,16
P43421,pdn,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,10,suboptimal,11
P43421,pun,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,10,suboptimal,14
P43422,pdn,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,11,failed,
P43422,pun,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,11,suboptimal,13
P43423,pdn,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,9,suboptimal,12
P43423,pun,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,9,suboptimal,12
P43432,pun,a*!b*!c+!a*!d+!a*c+!a*b,7,suboptimal,9
P43433,pun,a*!b*!c+!a*c+!a*b,6,suboptimal,7
P43434,pdn,a*!b*!c*d+!a*!d+!a*c+!a*b,8,suboptimal,10
P43434,pun,a*!b*!c*d+!a*!d+!a*c+!a*b,8,suboptimal,9
P43435,pdn,a*!b*!c*d+!a*c+!a*b,7,suboptimal,9
P43436,pdn,!b*!c*!d+!a*b*d+a*!b*!c+!a*c,8,suboptimal,11
P43436,pun,!b*!c*!d+!a*b*d+a*!b*!c+!a*c,8,suboptimal,10
P43437,pdn,!a*b*d+a*!b*!c+!a*c,7,suboptimal,9
P43437,pun,!a*b*d+a*!b*!c+!a*c,7,suboptimal,12
P43438,pun,a*!b*!c*d+!a*!b*!d+!a*b*d+!a*c,9,suboptimal,20
P43439,pun,a*!b*!c*d+!a*b*d+!a*c,7,suboptimal,8
P43452,pdn,!b*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,9,suboptimal,12
P43452,pun,!b*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,9,suboptimal,12
P43453,pdn,!a*c*d+!a*b*d+a*!b*!c+!a*b*c,9,suboptimal,12
P43453,pun,!a*c*d+!a*b*d+a*!b*!c+!a*b*c,9,suboptimal,11
P43454,pdn,!a*!b*!c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,10,suboptimal,12
P43454,pun,!a*!b*!c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,10,failed,
P43455,pdn,a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,9,suboptimal,10
P43456,pdn,!a*c*d+!a*b*d+a*!b*!c+!c*!d+!b*!d,9,suboptimal,14
P43456,pun,!a*c*d+!a*b*d+a*!b*!c+!c*!d+!b*!d,9,suboptimal,15
P43457,pdn,b*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,14
P43457,pun,b*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,13
P43458,pdn,a*!b*!c*d+b*!c*!d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,10,failed,
P43458,pun,a*!b*!c*d+b*!c*!d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,12
P43459,pdn,a*!b*!c*d+b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,20
P43459,pun,a*!b*!c*d+b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,18
P43460,pdn,a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,9,suboptimal,11
P43460,pun,a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,9,suboptimal,15
P43461,pdn,a*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,18
P43461,pun,a*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,18
P43462,pdn,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,11,suboptimal,16
P43462,pun,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,11,suboptimal,13
P43463,pdn,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,20
P43463,pun,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,10,failed,
P43464,pdn,!a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,8,suboptimal,9
P43464,pun,!a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,8,suboptimal,10
P43465,pdn,!b*c*!d+!a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,13
P43465,pun,!b*c*!d+!a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,10
P43466,pdn,a*!b*!c*d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*!c,9,suboptimal,11
P43466,pun,a*!b*!c*d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*!c,9,suboptimal,11
P43467,pdn,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*!c,9,suboptimal,11
P43467,pun,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*!c,9,suboptimal,13
P43468,pdn,!a*c*d+!a*b*d+a*!b*!c+!b*!d,8,suboptimal,11
P43468,pun,!a*c*d+!a*b*d+a*!b*!c+!b*!d,8,suboptimal,9
P43469,pdn,a*!b*!d+!a*b*d+a*!b*!c+!a*!b*c,8,suboptimal,14
P43469,pun,a*!b*!d+!a*b*d+a*!b*!c+!a*!b*c,8,suboptimal,10
P43470,pdn,a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,10,suboptimal,12
P43470,pun,a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,10,suboptimal,11
P43471,pdn,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,13
P43471,pun,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,11
P43476,pdn,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,11,failed,
P43476,pun,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,11,suboptimal,13
P43477,pdn,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,10,suboptimal,17
P43477,pun,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,10,suboptimal,14
P43478,pdn,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,12,failed,
P43478,pun,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,12,failed,
P43479,pdn,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,10,suboptimal,17
P43479,pun,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,10,suboptimal,15
P43480,pdn,!a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,13
P43481,pdn,a*!b*!d+!a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,13
P43481,pun,a*!b*!d+!a*c*d+a*!b*!c+!a*b*!c,8,suboptimal,10
P43482,pdn,a*!b*c*!d+a*!b*!c*d+!a*!c*!d+!a*c*d+!a*b*d,10,suboptimal,11
P43483,pdn,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*!c,9,suboptimal,10
P43483,pun,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*!c,9,suboptimal,10
P43484,pdn,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,9,suboptimal,15
P43484,pun,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,9,failed,
P43485,pdn,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,13
P43485,pun,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,9
P43486,pdn,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,10,suboptimal,12
P43486,pun,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,10,suboptimal,12
P43487,pun,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,9,suboptimal,11
P43496,pdn,!a*!c*!d+!a*b*d+a*!b*!c+!a*!b*c,9,suboptimal,12
P43496,pun,!a*!c*!d+!a*b*d+a*!b*!c+!a*!b*c,9,suboptimal,12
P43497,pdn,!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c,8,suboptimal,15
P43497,pun,!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c,8,suboptimal,9
P43498,pdn,a*!b*!c*d+!a*!c*!d+!a*b*d+!a*!b*c,9,suboptimal,14
P43498,pun,a*!b*!c*d+!a*!c*!d+!a*b*d+!a*!b*c,9,suboptimal,13
P43499,pdn,a*!b*!c*d+!a*c*d+!a*b*!c+!a*!b*c,8,suboptimal,10
P43499,pun,a*!b*!c*d+!a*c*d+!a*b*!c+!a*!b*c,8,suboptimal,11
P43500,pdn,!a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,11
P43500,pun,!a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,11
P43501,pdn,!a*b*d+a*!b*!c+!a*!b*c,7,suboptimal,10
P43501,pun,!a*b*d+a*!b*!c+!a*!b*c,7,suboptimal,8
P43502,pun,a*!b*!c*d+!a*!b*!d+!a*c*d+!a*b*d,9,suboptimal,13
P43503,pdn,a*!b*!c*d+!a*b*d+!a*!b*c,7,suboptimal,9
P43503,pun,a*!b*!c*d+!a*b*d+!a*!b*c,7,suboptimal,9
P43516,pdn,!b*!c*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,12
P43516,pun,!b*!c*!d+!a*c*d+!a*b*d+a*!b*!c,8,suboptimal,10
P43517,pdn,!a*c*d+!a*b*d+a*!b*!c,7,suboptimal,10
P43518,pdn,!a*!b*!c*!d+a*!b*!c*d+!a*c*d+!a*b*d,9,suboptimal,10
P43518,pun,!a*!b*!c*!d+a*!b*!c*d+!a*c*d+!a*b*d,9,suboptimal,19
P43519,pdn,a*!b*!c*d+!a*c*d+!a*b*d,7,suboptimal,9
P43690,pdn,!a,1,suboptimal,11
P43690,pun,!a,1,suboptimal,15
P43693,pdn,a*!b*!c*!d+!a*d+!a*c,7,suboptimal,10
P43693,pun,a*!b*!c*!d+!a*d+!a*c,7,suboptimal,9
P43708,pdn,!b*!c*!d+!a*b*c+!a*d,7,suboptimal,8
P43708,pun,!b*!c*!d+!a*b*c+!a*d,7,suboptimal,8
P43709,pun,a*!b*!c*!d+!a*b*c+!a*d,8,suboptimal,11
P43713,pdn,b*!c*!d+a*!c*!d+!b*c*!d+!a*d,8,suboptimal,9
P43714,pdn,b*!c*!d+!b*c*!d+!a*d+!a*!c,7,suboptimal,8
P43714,pun,b*!c*!d+!b*c*!d+!a*d+!a*!c,7,suboptimal,8
P43715,pdn,b*!c*!d+!b*c*!d+!a*d,7,suboptimal,8
P43716,pun,a*!c*!d+!b*!d+!a*d,6,suboptimal,8
P43718,pdn,a*b*!c*!d+!b*c*!d+!a*d+!a*!b,8,suboptimal,9
P43718,pun,a*b*!c*!d+!b*c*!d+!a*d+!a*!b,8,suboptimal,11
P43719,pun,a*b*!c*!d+!b*c*!d+!a*d,8,suboptimal,9
P43721,pdn,!b*c*!d+a*!b*!d+!a*b*!c+!a*d,8,suboptimal,9
P43721,pun,!b*c*!d+a*!b*!d+!a*b*!c+!a*d,8,suboptimal,9
P43723,pun,!b*c*!d+!a*b*!c+!a*d,7,suboptimal,8
P43727,pun,!b*c*!d+!a*d,5,suboptimal,7
P43732,pdn,!b*!c*!d+a*!c*!d+a*!b*!d+!a*d,7,suboptimal,15
P43732,pun,!b*!c*!d+a*!c*!d+a*!b*!d+!a*d,7,suboptimal,10
P43733,pdn,a*!c*!d+a*!b*!d+!a*d,6,suboptimal,11
P43734,pdn,a*b*!c*!d+a*!b*c*!d+!a*!b*!c+!a*d,9,suboptimal,16
P43734,pun,a*b*!c*!d+a*!b*c*!d+!a*!b*!c+!a*d,9,suboptimal,10
P43735,pdn,a*b*!c*!d+a*!b*c*!d+!a*d,8,suboptimal,16
P43736,pun,a*!b*!d+!a*d+!a*!c,6,suboptimal,8
P43737,pdn,a*!b*!d+!a*b*!c+!a*d,7,suboptimal,8
P43737,pun,a*!b*!d+!a*b*!c+!a*d,7,suboptimal,11
P43738,pdn,a*!b*c*!d+!a*d+!a*!c,7,suboptimal,11
P43738,pun,a*!b*c*!d+!a*d+!a*!c,7,suboptimal,9
P43739,pun,a*!b*c*!d+!a*b*!c+!a*d,8,suboptimal,11
P43740,pdn,!b*!c*!d+a*!b*!d+!a*d,6,suboptimal,9
P43741,pun,a*!b*!d+!a*d,5,suboptimal,7
P43742,pdn,a*!b*c*!d+!a*!b*!c+!a*d,7,suboptimal,10
P43742,pun,a*!b*c*!d+!a*!b*!c+!a*d,7,suboptimal,9
P43753,pun,a*!b*!c*!d+!a*b*!c+!a*!b*c+!a*d,9,suboptimal,10
P43757,pdn,a*!b*!c*!d+!a*!b*c+!a*d,7,suboptimal,8
P43772,pun,!b*!c*!d+!a*d,5,suboptimal,6
P43775,pdn,!a*d,2,suboptimal,5
P43775,pun,!a*d,2,suboptimal,8
P43964,pdn,!b*!c*!d+!a*c*d+!a*b*d+!a*b*c,8,suboptimal,13
P43964,pun,!b*!c*!d+!a*c*d+!a*b*d+!a*b*c,8,suboptimal,9
P43965,pdn,a*!b*!c*!d+!a*c*d+!a*b*d+!a*b*c,9,suboptimal,10
P43965,pun,a*!b*!c*!d+!a*c*d+!a*b*d+!a*b*c,9,suboptimal,13
P43966,pdn,!a*!b*!c*!d+!a*c*d+!a*b*d+!a*b*c,8,suboptimal,9
P43968,pdn,!a*c*d+!a*b*d+!c*!d+!b*!d,7,suboptimal,10
P43968,pun,!a*c*d+!a*b*d+!c*!d+!b*!d,7,suboptimal,9
P43969,pdn,b*!c*!d+a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,15
P43969,pun,b*!c*!d+a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,11
P43970,pdn,b*!c*!d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,11
P43970,pun,b*!c*!d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,10
P43971,pdn,b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,7,suboptimal,15
P43971,pun,b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,7,suboptimal,9
P43972,pdn,a*!c*!d+!a*c*d+!a*b*d+!b*!d,8,suboptimal,14
P43972,pun,a*!c*!d+!a*c*d+!a*b*d+!b*!d,8,suboptimal,9
P43973,pdn,a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,12
P43973,pun,a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,13
P43974,pdn,a*b*!c*!d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,9,failed,
P43974,pun,a*b*!c*!d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,9,suboptimal,13
P43975,pdn,a*b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,15
P43975,pun,a*b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,11
P43976,pdn,!a*!c*!d+!a*c*d+!a*b*d+!b*!d,7,suboptimal,11
P43976,pun,!a*!c*!d+!a*c*d+!a*b*d+!b*!d,7,suboptimal,9
P43977,pdn,!b*c*!d+a*!b*!d+!a*c*d+!a*b*!c,8,suboptimal,12
P43977,pun,!b*c*!d+a*!b*!d+!a*c*d+!a*b*!c,8,suboptimal,10
P43978,pun,!a*!c*!d+!b*c*!d+!a*c*d+!a*b*!c,8,suboptimal,10
P43979,pdn,!b*c*!d+!a*c*d+!a*b*!c,7,suboptimal,11
P43979,pun,!b*c*!d+!a*c*d+!a*b*!c,7,suboptimal,8
P43980,pdn,!a*c*d+!a*b*d+!b*!d,6,suboptimal,7
P43980,pun,!a*c*d+!a*b*d+!b*!d,6,suboptimal,9
P43981,pdn,a*!b*!d+!a*b*d+!a*!b*c,7,suboptimal,10
P43981,pun,a*!b*!d+!a*b*d+!a*!b*c,7,suboptimal,8
P43982,pdn,!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,7,suboptimal,9
P43982,pun,!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,7,suboptimal,8
P43983,pdn,!b*c*!d+!a*c*d+!a*b*d,6,suboptimal,8
P43983,pun,!b*c*!d+!a*c*d+!a*b*d,6,suboptimal,7
P43988,pdn,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d,10,suboptimal,14
P43988,pun,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d,10,suboptimal,17
P43989,pdn,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d,8,suboptimal,14
P43989,pun,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d,8,suboptimal,12
P43990,pdn,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,19
P43990,pun,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,10,suboptimal,19
P43991,pdn,a*b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,12
P43991,pun,a*b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,8,suboptimal,9
P43992,pun,!a*!c*!d+a*!b*!d+!a*c*d+!a*b*d,8,suboptimal,10
P43993,pdn,a*!b*!d+!a*c*d+!a*b*!c,8,suboptimal,9
P43993,pun,a*!b*!d+!a*c*d+!a*b*!c,8,suboptimal,10
P43994,pun,a*!b*c*!d+!a*!c*!d+!a*c*d+!a*b*d,9,suboptimal,11
P43995,pdn,a*!b*c*!d+!a*c*d+!a*b*!c,8,suboptimal,9
P43995,pun,a*!b*c*!d+!a*c*d+!a*b*!c,8,suboptimal,10
P43996,pdn,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d,8,suboptimal,9
P43997,pdn,a*!b*!d+!a*c*d+!a*b*d,7,suboptimal,12
P43998,pdn,!a*!b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,9,suboptimal,10
P43998,pun,!a*!b*!c*!d+a*!b*c*!d+!a*c*d+!a*b*d,9,suboptimal,12
P43999,pdn,a*!b*c*!d+!a*c*d+!a*b*d,7,suboptimal,9
P43999,pun,a*!b*c*!d+!a*c*d+!a*b*d,7,suboptimal,9
P44008,pdn,!b*!c*!d+!a*!c*!d+!a*b*d+!a*!b*c,8,suboptimal,9
P44008,pun,!b*!c*!d+!a*!c*!d+!a*b*d+!a*!b*c,8,suboptimal,9
P44009,pdn,a*!b*!c*!d+!a*c*d+!a*b*!c+!a*!b*c,9,suboptimal,12
P44009,pun,a*!b*!c*!d+!a*c*d+!a*b*!c+!a*!b*c,9,suboptimal,12
P44011,pdn,!a*c*d+!a*b*!c+!a*!b*c,6,suboptimal,8
P44012,pdn,!b*!c*!d+!a*b*d+!a*!b*c,7,suboptimal,8
P44012,pun,!b*!c*!d+!a*b*d+!a*!b*c,7,suboptimal,8
P44013,pdn,a*!b*!c*!d+!a*b*d+!a*!b*c,8,suboptimal,10
P44013,pun,a*!b*!c*!d+!a*b*d+!a*!b*c,8,suboptimal,10
P44028,pdn,!b*!c*!d+!a*c*d+!a*b*d,7,suboptimal,9
P44028,pun,!b*!c*!d+!a*c*d+!a*b*d,7,suboptimal,9
P44029,pdn,a*!b*!c*!d+!a*c*d+!a*b*d,8,suboptimal,11
P44029,pun,a*!b*!c*!d+!a*c*d+!a*b*d,8,suboptimal,10
P44224,pdn,!a*c*d+!c*!d+!b*!d+!b*!c,7,suboptimal,9
P44225,pdn,b*!c*!d+!b*c*!d+a*!b*!d+!b*!c*d+!a*c*d,10,suboptimal,11
P44226,pdn,b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d+!a*!b,8,suboptimal,10
P44226,pun,b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d+!a*!b,8,suboptimal,9
P44227,pun,b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,9,suboptimal,10
P44228,pdn,a*!c*!d+!a*c*d+!b*!d+!b*!c,8,suboptimal,10
P44230,pdn,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d+!a*!b,9,suboptimal,12
P44230,pun,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d+!a*!b,9,suboptimal,11
P44231,pun,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,10,suboptimal,11
P44232,pdn,!a*!c*!d+!a*c*d+!b*!d+!b*!c,7,suboptimal,8
P44232,pun,!a*!c*!d+!a*c*d+!b*!d+!b*!c,7,suboptimal,8
P44233,pdn,!a*b*!c*!d+!b*c*!d+a*!b*!d+!b*!c*d+!a*c*d,9,suboptimal,11
P44233,pun,!a*b*!c*!d+!b*c*!d+a*!b*!d+!b*!c*d+!a*c*d,9,suboptimal,11
P44234,pdn,!a*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,8,suboptimal,9
P44234,pun,!a*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,8,suboptimal,9
P44235,pdn,!a*b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,8,suboptimal,9
P44235,pun,!a*b*!c*!d+!b*c*!d+!b*!c*d+!a*c*d,8,suboptimal,10
P44236,pdn,!a*c*d+!b*!d+!b*!c,6,suboptimal,7
P44236,pun,!a*c*d+!b*!d+!b*!c,6,suboptimal,7
P44237,pun,!b*c*!d+a*!b*!d+!b*!c*d+!a*c*d,8,suboptimal,10
P44238,pdn,!b*c*!d+!b*!c*d+!a*c*d+!a*!b,7,suboptimal,8
P44238,pun,!b*c*!d+!b*!c*d+!a*c*d+!a*!b,7,suboptimal,8
P44239,pun,!b*c*!d+!b*!c*d+!a*c*d,7,suboptimal,12
P44240,pdn,a*!b*!d+!a*c*d+!c*!d+!b*!c,8,suboptimal,9
P44240,pun,a*!b*!d+!a*c*d+!c*!d+!b*!c,8,suboptimal,10
P44241,pdn,b*!c*!d+a*!b*!d+!b*!c*d+!a*c*d,9,suboptimal,11
P44242,pdn,a*!b*c*!d+b*!c*!d+!a*!c*!d+!b*!c*d+!a*c*d,10,suboptimal,11
P44242,pun,a*!b*c*!d+b*!c*!d+!a*!c*!d+!b*!c*d+!a*c*d,10,suboptimal,16
P44243,pdn,a*!b*c*!d+b*!c*!d+!b*!c*d+!a*c*d,9,suboptimal,10
P44243,pun,a*!b*c*!d+b*!c*!d+!b*!c*d+!a*c*d,9,suboptimal,17
P44244,pdn,a*!c*!d+a*!b*!d+!a*c*d+!b*!c,8,suboptimal,12
P44244,pun,a*!c*!d+a*!b*!d+!a*c*d+!b*!c,8,suboptimal,11
P44245,pdn,a*!c*!d+a*!b*!d+!b*!c*d+!a*c*d,8,suboptimal,19
P44246,pdn,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d+!a*!b*!c,10,failed,
P44246,pun,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d+!a*!b*!c,10,suboptimal,17
P44247,pdn,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d,9,suboptimal,12
P44247,pun,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d,9,suboptimal,14
P44248,pdn,!a*!c*!d+a*!b*!d+!a*c*d+!b*!c,7,suboptimal,8
P44248,pun,!a*!c*!d+a*!b*!d+!a*c*d+!b*!c,7,suboptimal,11
P44249,pun,!a*b*!c*!d+a*!b*!d+!b*!c*d+!a*c*d,9,suboptimal,10
P44250,pdn,a*!b*c*!d+!a*!c*!d+!b*!c*d+!a*c*d,8,suboptimal,10
P44250,pun,a*!b*c*!d+!a*!c*!d+!b*!c*d+!a*c*d,8,suboptimal,10
P44251,pdn,!a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d,9,suboptimal,11
P44251,pun,!a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*c*d,9,suboptimal,15
P44252,pdn,a*!b*!d+!a*c*d+!b*!c,7,suboptimal,8
P44252,pun,a*!b*!d+!a*c*d+!b*!c,7,suboptimal,11
P44253,pun,a*!b*!d+!b*!c*d+!a*c*d,7,suboptimal,8
P44254,pdn,a*!b*c*!d+!b*!c*d+!a*c*d+!a*!b*!c,9,suboptimal,10
P44254,pun,a*!b*c*!d+!b*!c*d+!a*c*d+!a*!b*!c,9,suboptimal,10
P44255,pdn,a*!b*c*!d+!b*!c*d+!a*c*d,7,suboptimal,8
P44255,pun,a*!b*c*!d+!b*!c*d+!a*c*d,7,suboptimal,10
P44256,pdn,!a*c*d+!c*!d+!b*!c+!a*!b,6,suboptimal,7
P44256,pun,!a*c*d+!c*!d+!b*!c+!a*!b,6,suboptimal,7
P44257,pdn,b*!c*!d+a*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,9,suboptimal,13
P44257,pun,b*!c*!d+a*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,9,suboptimal,16
P44258,pdn,b*!c*!d+!b*!c*d+!a*c*d+!a*!b,7,suboptimal,11
P44258,pun,b*!c*!d+!b*!c*d+!a*c*d+!a*!b,7,suboptimal,8
P44259,pdn,b*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,8,suboptimal,11
P44259,pun,b*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,8,suboptimal,16
P44260,pun,a*!c*!d+!a*c*d+!b*!c+!a*!b,7,suboptimal,8
P44261,pdn,a*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,8,suboptimal,11
P44261,pun,a*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,8,suboptimal,10
P44262,pdn,a*b*!c*!d+!b*!c*d+!a*c*d+!a*!b,8,suboptimal,10
P44263,pdn,a*b*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,9,suboptimal,11
P44263,pun,a*b*!c*!d+!b*!c*d+!a*c*d+!a*!b*c,9,suboptimal,11
P44264,pdn,!a*!c*!d+!a*c*d+!b*!c+!a*!b,7,suboptimal,8
P44264,pun,!a*!c*!d+!a*c*d+!b*!c+!a*!b,7,suboptimal,8
P44265,pdn,!a*b*!c*!d+!b*!c*d+!a*c*d+a*!b*!c+!a*!b*c,10,suboptimal,17
P44265,pun,!a*b*!c*!d+!b*!c*d+!a*c*d+a*!b*!c+!a*!b*c,10,suboptimal,12
P44266,pdn,!a*!c*!d+!b*!c*d+!a*c*d+!a*!b,7,suboptimal,8
